project,vendor,path,strict_kind,broad_kind,strict_class,broad_class,reads,writes,accesses,write_read_ratio,written_with_zero_reads,write_revisit_share,h50_eligible_writes
agentsight,codex,/home/yunwei37/workspace/eunomia.dev/docs/projects/agentsight/troubleshooting.md,,,ordinary,ordinary,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/eunomia.dev/docs/projects/agentsight/troubleshooting.zh.md,,,ordinary,ordinary,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/eunomia.dev/docs/projects/agentsight/visualization.md,,,ordinary,ordinary,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/eunomia.dev/docs/projects/agentsight/visualization.zh.md,,,ordinary,ordinary,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/eunomia.dev/scripts/sync-agentsight-docs.sh,,,ordinary,ordinary,1,4,5,4.0,False,0.75,4
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,26,1,27,0.038461538461538464,False,1.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/CLAUDE.md,instruction,instruction,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/docs/user-instruction.md,experiment_status,experiment_status,bookkeeping,bookkeeping,17,28,45,1.6470588235294117,False,0.9230769230769231,26
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/domain-skills/critique-like-senior-systems-reviewer/SKILL.md,skill,skill,bookkeeping,bookkeeping,1,4,5,4.0,False,0.0,3
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/domain-skills/kvm-benchmark-workflow/SKILL.md,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/domain-skills/rebuttal/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,1,3,0.5,False,1.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/domain-skills/resolve-shepherd-reviewer-comment/SKILL.md,skill,skill,bookkeeping,bookkeeping,3,1,4,0.3333333333333333,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/domain-skills/rewrite-abstract-intro/SKILL.md,skill,skill,bookkeeping,bookkeeping,1,2,3,2.0,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/$f/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/agentsight-insight-artifact/SKILL.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/audit-paper-consistency,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/audit-paper-consistency/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/SKILL.md,skill,skill,bookkeeping,bookkeeping,394,57,451,0.1446700507614213,False,0.9090909090909091,55
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/agents/openai.yaml,skill,skill,bookkeeping,bookkeeping,5,3,8,0.6,False,0.6666666666666666,3
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/references/bootstrap-research-project.md,skill,skill,bookkeeping,bookkeeping,21,14,35,0.6666666666666666,False,0.7142857142857143,14
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/references/hierarchical-research-state-machine.md,skill,skill,bookkeeping,bookkeeping,213,45,258,0.2112676056338028,False,0.9318181818181818,44
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/references/hierarchical-state-machine.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/references/research-routing-loop.md,skill,skill,bookkeeping,bookkeeping,1,2,3,2.0,False,0.5,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/references/research-state-machine.md,skill,skill,bookkeeping,bookkeeping,133,10,143,0.07518796992481203,False,0.8,10
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/references/state-machine.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/scripts/__pycache__,skill,skill,bookkeeping,bookkeeping,0,3,3,,True,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/scripts/check_progress.py,skill,skill,bookkeeping,bookkeeping,3,0,3,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/auto-research-orchestrator/scripts/run_claude_iter_refine.py,skill,skill,bookkeeping,bookkeeping,2,3,5,1.5,False,1.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-paper-citations/SKILL.md,skill,skill,bookkeeping,bookkeeping,17,1,18,0.058823529411764705,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-paper-citations/scripts/verify_bib.py,skill,skill,bookkeeping,bookkeeping,4,0,4,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-paper-consistency,skill,skill,bookkeeping,bookkeeping,0,2,2,,True,0.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-paper-consistency/SKILL.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-paper-structure-flow/SKILL.md,skill,skill,bookkeeping,bookkeeping,51,5,56,0.09803921568627451,False,0.2,5
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-paper-structure-flow/references/extended-abstract-2p.md,skill,skill,bookkeeping,bookkeeping,6,2,8,0.3333333333333333,False,1.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-paper-structure-flow/references/full-paper-12p.md,skill,skill,bookkeeping,bookkeeping,55,4,59,0.07272727272727272,False,1.0,3
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-paper-structure-flow/references/workshop-paper-6p.md,skill,skill,bookkeeping,bookkeeping,14,4,18,0.2857142857142857,False,1.0,3
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-terminology-infoflow/SKILL.md,skill,skill,bookkeeping,bookkeeping,76,3,79,0.039473684210526314,False,0.3333333333333333,3
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/check-terminology-infoflow/references/paper-consistency.md,skill,skill,bookkeeping,bookkeeping,35,2,37,0.05714285714285714,False,1.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/critique-like-senior-systems-reviewer/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,5,7,2.5,False,0.0,5
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/evolve-agent-skills/SKILL.md,skill,skill,bookkeeping,bookkeeping,45,6,51,0.13333333333333333,False,1.0,6
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/evolve-agent-skills/agents/openai.yaml,skill,skill,bookkeeping,bookkeeping,6,0,6,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/evolve-agent-skills/references/$f,skill,skill,bookkeeping,bookkeeping,7,0,7,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/evolve-agent-skills/references/evidence-contract.md,skill,skill,bookkeeping,bookkeeping,23,2,25,0.08695652173913043,False,1.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/evolve-agent-skills/references/failure-taxonomy.md,skill,skill,bookkeeping,bookkeeping,24,2,26,0.08333333333333333,False,1.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/evolve-agent-skills/references/promotion-protocol.md,skill,skill,bookkeeping,bookkeeping,21,1,22,0.047619047619047616,False,1.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/evolve-agent-skills/references/research-patterns.md,skill,skill,bookkeeping,bookkeeping,5,2,7,0.4,False,0.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-ideas/SKILL.md,skill,skill,bookkeeping,bookkeeping,75,22,97,0.29333333333333333,False,0.6818181818181818,22
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-ideas/references/contributions-rqs-alignment.md,skill,skill,bookkeeping,bookkeeping,0,2,2,,True,0.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-ideas/references/idea-quality-checklist.md,skill,skill,bookkeeping,bookkeeping,16,5,21,0.3125,False,0.2,5
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-ideas/references/principle-and-novelty.md,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-ideas/references/problem-framing.md,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-ideas/references/research-taste.md,skill,skill,bookkeeping,bookkeeping,15,4,19,0.26666666666666666,False,1.0,4
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-ideas/references/system-design-reasoning.md,skill,skill,bookkeeping,bookkeeping,0,2,2,,True,0.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-writing-idea/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,1,3,0.5,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-writing-idea/agents/openai.yaml,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-writing-idea/references/idea-quality-checklist.md,skill,skill,bookkeeping,bookkeeping,1,1,2,1.0,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-writing/SKILL.md,skill,skill,bookkeeping,bookkeeping,62,14,76,0.22580645161290322,False,0.6363636363636364,11
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-refine-writing/references/common-pitfalls.md,skill,skill,bookkeeping,bookkeeping,8,0,8,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-review-critique/$f,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-review-critique/SKILL.md,skill,skill,bookkeeping,bookkeeping,90,12,102,0.13333333333333333,False,0.8333333333333334,12
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-review-critique/agents/openai.yaml,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-review-critique/references/$f,skill,skill,bookkeeping,bookkeeping,4,0,4,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-review-critique/references/ai-ml-review.md,skill,skill,bookkeeping,bookkeeping,23,3,26,0.13043478260869565,False,0.3333333333333333,3
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-review-critique/references/cross-domain-review.md,skill,skill,bookkeeping,bookkeeping,22,1,23,0.045454545454545456,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-review-critique/references/research-taste.md,skill,skill,bookkeeping,bookkeeping,29,4,33,0.13793103448275862,False,1.0,4
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/iter-review-critique/references/systems-review.md,skill,skill,bookkeeping,bookkeeping,24,1,25,0.041666666666666664,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/kvm-benchmark-workflow/SKILL.md,skill,skill,bookkeeping,bookkeeping,3,3,6,1.0,False,0.3333333333333333,3
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/kvm-benchmark-workflow/agents/openai.yaml,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/latex-bilingual-format/SKILL.md,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/osdi-experiment-design/SKILL.md,skill,skill,bookkeeping,bookkeeping,173,0,173,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/osdi-experiment-design/references/evaluation-rubric.md,skill,skill,bookkeeping,bookkeeping,153,0,153,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/osdi-experiment-design/references/plan-template.md,skill,skill,bookkeeping,bookkeeping,12,0,12,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/osdi-experiment-design/references/sources.md,skill,skill,bookkeeping,bookkeeping,6,0,6,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/osdi-experiment-design/references/technique-catalog.md,skill,skill,bookkeeping,bookkeeping,3,0,3,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/oss-change-workflow/SKILL.md,skill,skill,bookkeeping,bookkeeping,115,6,121,0.05217391304347826,False,0.4,5
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/oss-issue-triage/SKILL.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/oss-release-readiness/SKILL.md,skill,skill,bookkeeping,bookkeeping,6,0,6,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/paper-figures/SKILL.md,skill,skill,bookkeeping,bookkeeping,12,1,13,0.08333333333333333,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/paper-figures/references/design-diagrams.md,skill,skill,bookkeeping,bookkeeping,9,0,9,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/paper-figures/references/result-plots.md,skill,skill,bookkeeping,bookkeeping,11,0,11,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/paper-logic/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/paper-review/SKILL.md,skill,skill,bookkeeping,bookkeeping,12,0,12,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/paper-review/references/whole-paper-review.md,skill,skill,bookkeeping,bookkeeping,22,0,22,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/paper-writing-style/SKILL.md,skill,skill,bookkeeping,bookkeeping,66,1,67,0.015151515151515152,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/project-bootstrap-workflow/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,2,4,1.0,False,0.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rebuttal,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-evidence-audit/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,6,8,3.0,False,0.8333333333333334,6
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-evidence-audit/evals/cases.json,skill,skill,bookkeeping,bookkeeping,1,1,2,1.0,False,1.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-evidence-audit/evals/eval-config.json,skill,skill,bookkeeping,bookkeeping,1,1,2,1.0,False,1.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-evidence-audit/evals/graders.json,skill,skill,bookkeeping,bookkeeping,1,1,2,1.0,False,1.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-evidence-audit/references/audit-checklists.md,skill,skill,bookkeeping,bookkeeping,1,2,3,2.0,False,0.5,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-evidence-audit/references/forward-test-scenarios.md,skill,skill,bookkeeping,bookkeeping,1,2,3,2.0,False,0.5,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-evidence-audit/references/reviewer-independence.md,skill,skill,bookkeeping,bookkeeping,1,4,5,4.0,False,0.75,4
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-experiment-design/SKILL.md,skill,skill,bookkeeping,bookkeeping,520,38,558,0.07307692307692308,False,0.7894736842105263,38
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-experiment-design/agents/openai.yaml,skill,skill,bookkeeping,bookkeeping,6,2,8,0.3333333333333333,False,0.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-experiment-design/references/evaluation-rubric.md,skill,skill,bookkeeping,bookkeeping,31,8,39,0.25806451612903225,False,1.0,8
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-experiment-design/references/evidence-audit-modes.md,skill,skill,bookkeeping,bookkeeping,33,13,46,0.3939393939393939,False,0.8461538461538461,13
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-experiment-design/references/experiment-plan-template.md,skill,skill,bookkeeping,bookkeeping,4,0,4,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-experiment-design/references/plan-template.md,skill,skill,bookkeeping,bookkeeping,139,18,157,0.12949640287769784,False,0.9444444444444444,18
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-experiment-design/references/sources.md,skill,skill,bookkeeping,bookkeeping,2,1,3,0.5,False,1.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-experiment-design/references/technique-catalog.md,skill,skill,bookkeeping,bookkeeping,21,3,24,0.14285714285714285,False,1.0,3
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-literature-novelty/SKILL.md,skill,skill,bookkeeping,bookkeeping,56,7,63,0.125,False,0.7142857142857143,7
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-literature-novelty/references/background-related-work-template.md,skill,skill,bookkeeping,bookkeeping,20,1,21,0.05,False,1.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-project-startup/SKILL.md,skill,skill,bookkeeping,bookkeeping,8,4,12,0.5,False,0.5,4
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-project-startup/agents/openai.yaml,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/research-project-startup/references/idea-story-template.md,skill,skill,bookkeeping,bookkeeping,5,3,8,0.6,False,0.6666666666666666,3
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/resolve-shepherd-reviewer-comment,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/revise-section-sosp-osdi,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/revise-section-sosp-osdi/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-abstract-intro,skill,skill,bookkeeping,bookkeeping,1,1,2,1.0,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-abstract-intro/SKILL.md,skill,skill,bookkeeping,bookkeeping,14,2,16,0.14285714285714285,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-abstract-intro/references/abstract-intro-revision.md,skill,skill,bookkeeping,bookkeeping,11,3,14,0.2727272727272727,False,1.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-abstract-intro/references/abstract-intro-structure.md,skill,skill,bookkeeping,bookkeeping,37,5,42,0.13513513513513514,False,1.0,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-abstract-intro/references/abstract-introduction-conventions.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-abstract-intro/references/rewrite-preservation-checklist.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-paper-section,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-paper-section/SKILL.md,skill,skill,bookkeeping,bookkeeping,10,4,14,0.4,False,0.5,4
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-paper-section/references/abstract-intro-revision.md,skill,skill,bookkeeping,bookkeeping,5,3,8,0.6,False,0.5,2
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/rewrite-paper-section/references/abstract-intro-structure.md,skill,skill,bookkeeping,bookkeeping,6,2,8,0.3333333333333333,False,1.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/tech-blog-writer/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/skills/tighten-prose-systems-latex/SKILL.md,skill,skill,bookkeeping,bookkeeping,9,1,10,0.1111111111111111,False,0.0,1
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/third_party/agent-skills/skills/skill-creator/SKILL.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/third_party/ai-research-skills/0-autoresearch-skill/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/third_party/autoresearch-claude-code/skills/autoresearch/SKILL.md,skill,skill,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/third_party/autoresearch-skill/skills/autoresearch/SKILL.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/third_party/autoresearch-skill/skills/learn/SKILL.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/third_party/evoskill/docs/evaluation.md,experiment_status,experiment_status,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/third_party/superpowers/skills/writing-skills/SKILL.md,skill,skill,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/my-paper-work/academic-writing-skills/third_party/superpowers/skills/writing-skills/testing-skills-with-subagents.md,skill,skill,bookkeeping,bookkeeping,3,0,3,0.0,False,,0
agentsight,codex,/home/yunwei37/workspace/skills/agent-interaction-insights/agents/openai.yaml,skill,skill,bookkeeping,bookkeeping,0,1,1,,True,0.0,1
agentsight,codex,/proc/2296/status,task_plan_status,task_plan_status,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/tmp/agentpprof-clean-tasks.json,task_plan_status,task_plan_status,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/tmp/agentpprof-real-tasks.json,task_plan_status,task_plan_status,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,/tmp/agentsight-score-user-task.json,task_plan_status,task_plan_status,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,"/tmp/pprof-http.err`,workdir:/home/yunwei37/workspace/agentsight-research-semantic-flamegraph,timeout_ms:15000}",,,ordinary,ordinary,1,0,1,0.0,False,,0
agentsight,codex,/tmp/task-centric-flamegraph-run.json,task_plan_status,task_plan_status,bookkeeping,bookkeeping,1,0,1,0.0,False,,0
agentsight,codex,10000,,,ordinary,ordinary,2,0,2,0.0,False,,0
agentsight,codex,AGENTS.md,instruction,instruction,bookkeeping,bookkeeping,37,2,39,0.05405405405405406,False,1.0,2
agentsight,codex,CLAUDE.md,instruction,instruction,bookkeeping,bookkeeping,55,17,72,0.3090909090909091,False,0.11764705882352941,17
agentsight,codex,LICENSE,,,ordinary,ordinary,3,0,3,0.0,False,,0
agentsight,codex,Makefile,,,ordinary,ordinary,14,1,15,0.07142857142857142,False,0.0,1
agentsight,codex,README.md,,,ordinary,ordinary,135,67,202,0.4962962962962963,False,0.5625,64
agentsight,codex,README.zh-CN.md,,,ordinary,ordinary,51,24,75,0.47058823529411764,False,0.4782608695652174,23
agentsight,codex,SKILL.md,skill,skill,bookkeeping,bookkeeping,2,0,2,0.0,False,,0
agentsight,codex,agent-session/Cargo.toml,,,ordinary,ordinary,14,3,17,0.21428571428571427,False,0.3333333333333333,3
agentsight,codex,agent-session/README.md,,,ordinary,ordinary,4,1,5,0.25,False,0.0,1
agentsight,codex,agent-session/src/lib.rs,,,ordinary,ordinary,19,8,27,0.42105263157894735,False,0.125,8
agentsight,codex,agent-session/src/model.rs,,,ordinary,ordinary,1,0,1,0.0,False,,0
agentsight,codex,agent-session/src/parser.rs,,,ordinary,ordinary,120,68,188,0.5666666666666667,False,0.5294117647058824,68
agentsight,codex,agent-session/src/process_match.rs,,,ordinary,ordinary,17,4,21,0.23529411764705882,False,0.0,4
agentsight,codex,agent-session/src/types.rs,,,ordinary,ordinary,41,10,51,0.24390243902439024,False,0.1,10
agentsight,codex,agentflame,,,ordinary,ordinary,0,1,1,,True,0.0,1
